Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DOT-USD,DOT-USD,DOT-USD,DOT-USD,DOT-USD,DOT-USD
Date,,,,,,
2025-06-10,4.286640167236328,4.286640167236328,4.310053825378418,4.100607872009277,4.157327175140381,310685691
2025-06-11,4.192241191864014,4.192241191864014,4.336733818054199,4.153278827667236,4.286640167236328,287917607
2025-06-12,3.9283010959625244,3.9283010959625244,4.198781967163086,3.914241075515747,4.192241191864014,257821735
2025-06-13,3.8416519165039062,3.8416519165039062,3.9283010959625244,3.6838219165802,3.9283010959625244,333986742
2025-06-14,3.785244941711426,3.785244941711426,3.8417530059814453,3.723587989807129,3.841676950454712,124560905
2025-06-15,3.8218910694122314,3.8218910694122314,3.83113694190979,3.7400639057159424,3.785240888595581,88702203
2025-06-16,3.8513100147247314,3.8513100147247314,3.990787982940674,3.793549060821533,3.8218910694122314,161081451
2025-06-17,3.7247750759124756,3.7247750759124756,3.893665075302124,3.6697299480438232,3.8513100147247314,185799317
2025-06-18,3.6224279403686523,3.6224279403686523,3.783478021621704,3.579425096511841,3.7247750759124756,202038124
2025-06-19,3.54790997505188,3.54790997505188,3.653939962387085,3.501534938812256,3.622400999069214,198808274
2025-06-20,3.4376869201660156,3.4376869201660156,3.573946952819824,3.3407630920410156,3.5479159355163574,245999059
2025-06-21,3.319669008255005,3.319669008255005,3.5051119327545166,3.253796100616455,3.4376869201660156,179498676
2025-06-22,3.1523730754852295,3.1523730754852295,3.3603169918060303,3.0240108966827393,3.319941997528076,307653165
2025-06-23,3.4198780059814453,3.4198780059814453,3.4200050830841064,3.1248779296875,3.1523609161376953,274002105
2025-06-24,3.437391996383667,3.437391996383667,3.5186450481414795,3.391442060470581,3.4198780059814453,176742980
2025-06-25,3.356421947479248,3.356421947479248,3.455833911895752,3.3468739986419678,3.437391996383667,147942057
2025-06-26,3.2972519397735596,3.2972519397735596,3.427622079849243,3.2774739265441895,3.356421947479248,152964255
2025-06-27,3.3604369163513184,3.3604369163513184,3.3850998878479004,3.288796901702881,3.2972500324249268,153035450
2025-06-28,3.4042139053344727,3.4042139053344727,3.4241769313812256,3.333559989929199,3.3604180812835693,85286542
2025-06-29,3.547437906265259,3.547437906265259,3.576914072036743,3.3817598819732666,3.404370069503784,121875869
2025-06-30,3.399553060531616,3.399553060531616,3.5543360710144043,3.3571949005126953,3.547437906265259,166440298
2025-07-01,3.283790111541748,3.283790111541748,3.416351079940796,3.2630980014801025,3.399553060531616,150937550
2025-07-02,3.542109966278076,3.542109966278076,3.618757963180542,3.2495269775390625,3.2838170528411865,269381005
2025-07-03,3.5397400856018066,3.5397400856018066,3.6611340045928955,3.5063509941101074,3.542109966278076,234862400
2025-07-04,3.3577089309692383,3.3577089309692383,3.5578598976135254,3.322087049484253,3.5397400856018066,216355237
2025-07-05,3.355695962905884,3.355695962905884,3.3887810707092285,3.3127620220184326,3.3577089309692383,103137885
2025-07-06,3.3957769870758057,3.3957769870758057,3.438524007797241,3.3313450813293457,3.355695962905884,150417427
2025-07-07,3.369813919067383,3.369813919067383,3.433419942855835,3.3308451175689697,3.3957769870758057,135115213
2025-07-08,3.4486050605773926,3.4486050605773926,3.467672109603882,3.3294079303741455,3.369813919067383,165560188
2025-07-09,3.6188080310821533,3.6188080310821533,3.655885934829712,3.4189939498901367,3.4486050605773926,243714698
2025-07-10,3.8834149837493896,3.8834149837493896,3.8857779502868652,3.5927300453186035,3.6188080310821533,329879593
2025-07-11,3.917196035385132,3.917196035385132,4.102505207061768,3.820207118988037,3.8834149837493896,492739010
2025-07-12,3.8889429569244385,3.8889429569244385,4.041780948638916,3.8097500801086426,3.917196035385132,285897509
2025-07-13,3.98730206489563,3.98730206489563,4.05760383605957,3.8803300857543945,3.8889429569244385,229590572
2025-07-14,3.950788974761963,3.950788974761963,4.187922954559326,3.913240909576416,3.98730206489563,367974701
2025-07-15,4.078707218170166,4.078707218170166,4.093292236328125,3.8114430904388428,3.950788974761963,343961652
2025-07-16,4.1577677726745605,4.1577677726745605,4.263058185577393,4.0160908699035645,4.078707218170166,400881906
2025-07-17,4.266907215118408,4.266907215118408,4.295923233032227,4.079722881317139,4.1577677726745605,473135547
2025-07-18,4.229214191436768,4.229214191436768,4.608788967132568,4.157649993896484,4.266907215118408,681469261
2025-07-19,4.415104866027832,4.415104866027832,4.446663856506348,4.144276142120361,4.22915506362915,285627546
2025-07-20,4.4912872314453125,4.4912872314453125,4.582372188568115,4.3554911613464355,4.415034770965576,424712664
2025-07-21,4.503505229949951,4.503505229949951,4.670223236083984,4.406247138977051,4.4912872314453125,502774678
2025-07-22,4.547214984893799,4.547214984893799,4.547214984893799,4.286787033081055,4.503517150878906,560492839
2025-07-23,4.115471839904785,4.115471839904785,4.550323009490967,4.011944770812988,4.547214984893799,537550921
2025-07-24,4.000131130218506,4.000131130218506,4.199174880981445,3.9114201068878174,4.115420818328857,514375236
2025-07-25,4.088868141174316,4.088868141174316,4.097097873687744,3.88517689704895,4.000131130218506,370438950
2025-07-26,4.124812126159668,4.124812126159668,4.192951202392578,4.075061798095703,4.088812828063965,197121411
2025-07-27,4.239684104919434,4.239684104919434,4.247478008270264,4.119171142578125,4.124798774719238,201448520
2025-07-28,3.948425054550171,3.948425054550171,4.306766986846924,3.940851926803589,4.239709854125977,335013712
2025-07-29,3.9029300212860107,3.9029300212860107,4.077889919281006,3.827219009399414,3.948482036590576,328652637
2025-07-30,3.8067150115966797,3.8067150115966797,3.9144630432128906,3.6577820777893066,3.9029300212860107,354611051
2025-07-31,3.6885859966278076,3.6885859966278076,3.917509078979492,3.674182891845703,3.8067150115966797,282314212
2025-08-01,3.5524909496307373,3.5524909496307373,3.7199618816375732,3.4755361080169678,3.688472032546997,429041410
2025-08-02,3.506546974182129,3.506546974182129,3.626297950744629,3.4354779720306396,3.5524909496307373,270871924
2025-08-03,3.6039528846740723,3.6039528846740723,3.619088888168335,3.4753100872039795,3.5065979957580566,181461269
2025-08-04,3.7199230194091797,3.7199230194091797,3.7533180713653564,3.6014440059661865,3.6039600372314453,227879151
2025-08-05,3.618730068206787,3.618730068206787,3.720853090286255,3.54612398147583,3.7199339866638184,223102014
2025-08-06,3.673978090286255,3.673978090286255,3.695204973220825,3.5563619136810303,3.6187520027160645,188762333
2025-08-07,3.863389015197754,3.863389015197754,3.8647658824920654,3.6473770141601562,3.673978090286255,281688383
2025-08-08,3.9782629013061523,3.9782629013061523,3.9960238933563232,3.8218250274658203,3.8633859157562256,417196312
2025-08-09,4.139029026031494,4.139029026031494,4.159371852874756,3.974759101867676,3.9782509803771973,293774813
2025-08-10,4.063408851623535,4.063408851623535,4.1743340492248535,3.978416919708252,4.139004230499268,293149311
2025-08-11,3.8637399673461914,3.8637399673461914,4.153816223144531,3.8249928951263428,4.063408851623535,359887062
2025-08-12,4.148653984069824,4.148653984069824,4.224984169006348,3.843271017074585,3.8637399673461914,521556324
2025-08-13,4.281787872314453,4.281787872314453,4.310699939727783,4.101747035980225,4.148653984069824,542637432
2025-08-14,3.988956928253174,3.988956928253174,4.363553047180176,3.9134140014648438,4.281787872314453,592821432
2025-08-15,3.891083002090454,3.891083002090454,4.0989179611206055,3.829047918319702,3.9889678955078125,414246269
2025-08-16,3.962716817855835,3.962716817855835,3.9944722652435303,3.8916358947753906,3.8916358947753906,185138144
