Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD
Date,,,,,,
2024-08-16,0.3304719924926758,0.3304719924926758,0.3449530005455017,0.3210189938545227,0.3253529965877533,333621595
2024-08-17,0.3368859887123108,0.3368859887123108,0.33860400319099426,0.3285149931907654,0.3304719924926758,164578014
2024-08-18,0.33483099937438965,0.33483099937438965,0.33959800004959106,0.3337959945201874,0.336887001991272,147715225
2024-08-19,0.3367530107498169,0.3367530107498169,0.3375450074672699,0.32884201407432556,0.33483099937438965,205948260
2024-08-20,0.34368500113487244,0.34368500113487244,0.3481540083885193,0.3362320065498352,0.3367840051651001,232812455
2024-08-21,0.3690589964389801,0.3690589964389801,0.377265989780426,0.3434779942035675,0.34368500113487244,369934783
2024-08-22,0.3765360116958618,0.3765360116958618,0.37719398736953735,0.36473900079727173,0.3690600097179413,253221746
2024-08-23,0.39153599739074707,0.39153599739074707,0.39228299260139465,0.3742170035839081,0.3765380084514618,360713833
2024-08-24,0.39400699734687805,0.39400699734687805,0.40117698907852173,0.38848400115966797,0.3915260136127472,259095804
2024-08-25,0.3849790096282959,0.3849790096282959,0.3940260112285614,0.378711998462677,0.3940100073814392,271365361
2024-08-26,0.36695700883865356,0.36695700883865356,0.3876760005950928,0.3669550120830536,0.38497599959373474,288310031
2024-08-27,0.35051101446151733,0.35051101446151733,0.3724910020828247,0.34626901149749756,0.36695200204849243,307613758
2024-08-28,0.35019201040267944,0.35019201040267944,0.3601889908313751,0.34202998876571655,0.35051101446151733,316985233
2024-08-29,0.35704100131988525,0.35704100131988525,0.36735498905181885,0.34987199306488037,0.35019099712371826,263189476
2024-08-30,0.34715399146080017,0.34715399146080017,0.3615800142288208,0.33882299065589905,0.35704898834228516,297382538
2024-08-31,0.3453519940376282,0.3453519940376282,0.35011500120162964,0.3450370132923126,0.34715399146080017,120909139
2024-09-01,0.33173999190330505,0.33173999190330505,0.34563401341438293,0.3288620114326477,0.3453510105609894,212136963
2024-09-02,0.3359679877758026,0.3359679877758026,0.3369620144367218,0.32570499181747437,0.33173999190330505,232651288
2024-09-03,0.3185510039329529,0.3185510039329529,0.3394089937210083,0.3185510039329529,0.33596599102020264,228558971
2024-09-04,0.32352399826049805,0.32352399826049805,0.3291020095348358,0.30829301476478577,0.3185440003871918,320645799
2024-09-05,0.32506200671195984,0.32506200671195984,0.339150995016098,0.3201729953289032,0.32352399826049805,302516707
2024-09-06,0.31471800804138184,0.31471800804138184,0.33132100105285645,0.30510398745536804,0.32506200671195984,341107574
2024-09-07,0.3250730037689209,0.3250730037689209,0.3276199996471405,0.3147130012512207,0.31471899151802063,171441808
2024-09-08,0.33865898847579956,0.33865898847579956,0.3405809998512268,0.3241640031337738,0.3250710070133209,212278974
2024-09-09,0.34340599179267883,0.34340599179267883,0.34838199615478516,0.3385140001773834,0.3386540114879608,257206648
2024-09-10,0.3434770107269287,0.3434770107269287,0.3454369902610779,0.33787301182746887,0.34340599179267883,186507920
2024-09-11,0.3530539870262146,0.3530539870262146,0.3564249873161316,0.33050599694252014,0.3434770107269287,263880950
2024-09-12,0.3562929928302765,0.3562929928302765,0.3604629933834076,0.3527800142765045,0.3530539870262146,256108848
2024-09-13,0.36090001463890076,0.36090001463890076,0.364547997713089,0.35078200697898865,0.3562929928302765,222228805
2024-09-14,0.35447999835014343,0.35447999835014343,0.36175400018692017,0.35256800055503845,0.36090001463890076,160253934
2024-09-15,0.3385230004787445,0.3385230004787445,0.3559969961643219,0.3357219994068146,0.35447999835014343,195851407
2024-09-16,0.3303059935569763,0.3303059935569763,0.3385460078716278,0.3269670009613037,0.3385240137577057,211465289
2024-09-17,0.33391299843788147,0.33391299843788147,0.34283798933029175,0.32889699935913086,0.3303050100803375,209019175
2024-09-18,0.3429360091686249,0.3429360091686249,0.3429360091686249,0.3280850052833557,0.33391299843788147,254109953
2024-09-19,0.35094499588012695,0.35094499588012695,0.3561669886112213,0.34293898940086365,0.34293898940086365,297282683
2024-09-20,0.3521139919757843,0.3521139919757843,0.36093100905418396,0.3495199978351593,0.35094600915908813,245398498
2024-09-21,0.3585759997367859,0.3585759997367859,0.3595559895038605,0.35107800364494324,0.3521130084991455,155658003
